日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230630,2643,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリーＥＳＧリーダーズ指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2645,グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2646,グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2647,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2648,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2649,ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2651,ローソン,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,2652,まんだらけ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2653,イオン九州,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2654,アスモ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2656,ベクターホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2659,サンエー,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2664,カワチ薬品,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2666,オートウェーブ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2667,イメージ　ワン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2668,タビオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2669,カネ美食品,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2670,エービーシー・マート,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,2673,夢みつけ隊,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2674,ハードオフコーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2676,高千穂交易,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2678,アスクル,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2681,ゲオホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2683,魚喜,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2685,アダストリア,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2686,ジーフット,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2687,シー・ヴイ・エス・ベイエリア,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2689,オルバヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2692,伊藤忠食品,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2693,ＹＫＴ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2694,焼肉坂井ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2695,くら寿司,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2698,キャンドゥ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2700,木徳神糧,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2702,日本マクドナルドホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2705,大戸屋ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2706,ブロッコリー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230630,2708,久世,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2715,エレマテック,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2721,ジェイホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2722,ＩＫホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2726,パルグループホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2730,エディオン,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2733,あらた,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,2734,サーラコーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2735,ワッツ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2736,フェスタリアホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2737,トーメンデバイス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2742,ハローズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2743,ピクセルカンパニーズ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2747,北雄ラッキー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2749,ＪＰホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,2750,石光商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2751,テンポスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2752,フジオフードグループ本社,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2753,あみやき亭,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2754,東葛ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2760,東京エレクトロン　デバイス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2763,エフティグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2764,ひらまつ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2767,円谷フィールズホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2768,双日,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20230630,2769,ヴィレッジヴァンガードコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2776,新都ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2778,パレモ・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2780,コメ兵ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2782,セリア,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2784,アルフレッサ　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20230630,2788,アップルインターナショナル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2789,カルラ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2790,ナフコ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2791,大黒天物産,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,2792,ハニーズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2795,日本プリメックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,2796,ファーマライズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,2798,ワイズテーブルコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,2801,キッコーマン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2802,味の素,プライム（内国株式）,3050,食料品,1,食品 ,2,TOPIX Large70
20230630,2804,ブルドックソース,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2805,ヱスビー食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2806,ユタカフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2809,キユーピー,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2810,ハウス食品グループ本社,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2811,カゴメ,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2812,焼津水産化学工業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2813,和弘食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2814,佐藤食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2815,アリアケジャパン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2816,ダイショー,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2818,ピエトロ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2819,エバラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2820,やまみ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2830,アヲハタ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2831,はごろもフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2837,グローバルＸ　中小型リーダーズ　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230630,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230630,2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,ETF・ETN,-,-,-,-,-,-
20230630,2843,上場インデックスファンド豪州国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2844,上場インデックスファンド豪州国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230630,2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2850,ＮＥＸＴ　ＦＵＮＤＳ　ＳｏｌａｃｔｉｖｅジャパンＥＳＧコア指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,ETF・ETN,-,-,-,-,-,-
20230630,2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2861,上場インデックスファンドフランス国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230630,2862,上場インデックスファンドフランス国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230630,2863,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ米国株式・債券バランス保守型指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230630,2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2866,グローバルＸ　米国優先証券　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230630,2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,ETF・ETN,-,-,-,-,-,-
20230630,2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,ETF・ETN,-,-,-,-,-,-
20230630,2871,ニチレイ,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2872,セイヒョー,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2874,横浜冷凍,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,2875,東洋水産,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2876,デルソーレ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2877,日東ベスト,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2882,イートアンドホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2883,大冷,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2884,ヨシムラ・フード・ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2892,日本食品化工,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2894,石井食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2897,日清食品ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230630,2899,永谷園ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2901,石垣食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2903,シノブフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2904,一正蒲鉾,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2907,あじかん,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2908,フジッコ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230630,2910,ロック・フィールド,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230630,2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2914,日本たばこ産業,プライム（内国株式）,3050,食料品,1,食品 ,2,TOPIX Large70
20230630,2915,ケンコーマヨネーズ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2918,わらべや日洋ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230630,2922,なとり,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230630,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230630,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230630,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2935,ピックルスホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230630,2936,ベースフード,グロース（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2937,サンクゼール,グロース（内国株式）,3050,食料品,1,食品 ,-,-
20230630,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230630,2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230630,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230630,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230630,2977,Ｌｉｖ－ｕｐ,PRO Market,8050,不動産業,17,不動産 ,-,-
20230630,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230630,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230630,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230630,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2984,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産 ,-,-
20230630,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2987,タスキ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230630,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産 ,-,-
20230630,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産 ,-,-
20230630,2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2994,アンサーホールディングス,PRO Market,8050,不動産業,17,不動産 ,-,-
20230630,2995,ジェイレックス・コーポレーション,PRO Market,8050,不動産業,17,不動産 ,-,-
20230630,2997,ストレージ王,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2998,クリアル,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,2999,ホームポジション,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230630,3001,片倉工業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230630,3002,グンゼ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20230630,3003,ヒューリック,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20230630,3004,神栄,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,3010,ポラリス・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230630,3011,バナーズ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3020,アプライド,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3021,パシフィックネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230630,3023,ラサ商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,3024,クリエイト,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,3028,アルペン,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3030,ハブ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3031,ラクーンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230630,3034,クオールホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,3036,アルコニックス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,3038,神戸物産,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20230630,3039,碧,PRO Market,6100,小売業,14,小売 ,-,-
20230630,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230630,3041,ビューティ花壇,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,3042,セキュアヴェイル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230630,3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,3046,ジンズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3048,ビックカメラ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3050,ＤＣＭホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3053,ペッパーフードサービス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3054,ハイパー,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3063,ジェイグループホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3067,東京一番フーズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3070,アマガサ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3073,ＤＤグループ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3076,あい　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20230630,3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3079,ディーブイエックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230630,3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3083,シーズメン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3085,アークランドサービスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3086,Ｊ．フロント　リテイリング,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,3087,ドトール・日レスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230630,3091,ブロンコビリー,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3092,ＺＯＺＯ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,3093,トレジャー・ファクトリー,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230630,3094,スーパーバリュー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230630,3097,物語コーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230630,3099,三越伊勢丹ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
20230630,3101,東洋紡,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
20230630,3103,ユニチカ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230630,3104,富士紡ホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230630,3105,日清紡ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20230630,3106,倉敷紡績,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20230630,3107,ダイワボウホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
